country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,15/02/2020,-11,-6,-36,-12,-4,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,16/02/2020,-6,-7,-29,-6,-1,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,17/02/2020,8,1,12,0,-8,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,18/02/2020,6,-2,12,0,-7,1
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,19/02/2020,2,-3,-5,-2,-9,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,20/02/2020,8,-1,12,-1,-12,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,21/02/2020,1,-3,-1,-1,-13,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,22/02/2020,-2,0,-4,-1,-1,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,23/02/2020,-3,-2,1,1,0,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,24/02/2020,1,3,3,1,1,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,25/02/2020,-2,3,6,0,3,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,26/02/2020,-1,0,9,1,2,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,27/02/2020,4,3,15,4,2,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,28/02/2020,3,5,0,4,1,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,29/02/2020,-12,-3,-28,-9,-3,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,01/03/2020,3,3,-5,2,2,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,02/03/2020,4,4,12,1,1,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,03/03/2020,8,5,29,2,3,-1
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,04/03/2020,5,4,25,1,1,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,05/03/2020,4,4,15,0,2,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,06/03/2020,3,7,10,0,1,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,07/03/2020,-3,3,-1,-4,0,1
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,08/03/2020,0,2,0,-4,0,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,09/03/2020,-3,3,-13,-6,0,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,10/03/2020,3,11,15,-3,1,1
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,11/03/2020,-3,11,-3,-9,-1,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,12/03/2020,-3,33,-13,-14,-3,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,13/03/2020,-19,10,1,-30,-26,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,14/03/2020,-32,2,-15,-34,-12,9
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,15/03/2020,-36,7,20,-35,-16,9
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,16/03/2020,-26,15,21,-45,-49,18
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,17/03/2020,-59,-24,67,-62,-80,29
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,18/03/2020,-46,-9,14,-52,-46,20
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,19/03/2020,-48,-10,29,-54,-48,22
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,20/03/2020,-53,-9,16,-57,-48,23
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,21/03/2020,-59,-3,-12,-59,-39,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,22/03/2020,-59,-11,39,-53,-39,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,23/03/2020,-49,-18,7,-61,-51,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,24/03/2020,-51,-9,10,-62,-53,22
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,25/03/2020,-60,-18,13,-63,-55,24
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,26/03/2020,-60,-16,15,-65,-56,25
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,27/03/2020,-63,-13,0,-66,-56,26
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,28/03/2020,-80,-22,-59,-75,-53,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,29/03/2020,-83,-37,-59,-78,-52,19
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,30/03/2020,-73,-29,-37,-76,-68,29
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,31/03/2020,-73,-25,-22,-74,-70,30
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,01/04/2020,-75,-26,-31,-75,-70,31
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,02/04/2020,-74,-23,-38,-76,-70,33
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,03/04/2020,-74,-22,-35,-76,-69,34
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,04/04/2020,-78,-23,-46,-74,-56,22
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,05/04/2020,-81,-33,-59,-79,-52,20
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,06/04/2020,-68,-24,-9,-74,-69,29
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,07/04/2020,-66,-15,6,-71,-69,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,08/04/2020,-69,-17,-10,-72,-69,29
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,09/04/2020,-68,-12,-24,-73,-69,31
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,10/04/2020,-73,-18,-26,-76,-74,34
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,11/04/2020,-76,-12,-31,-70,-54,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,12/04/2020,-90,-58,-69,-82,-56,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,13/04/2020,-77,-38,-15,-80,-86,34
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,14/04/2020,-68,-20,-1,-71,-68,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,15/04/2020,-69,-22,-5,-71,-68,29
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,16/04/2020,-84,-17,-7,-66,-67,31
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,17/04/2020,-85,-19,-26,-68,-66,33
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,18/04/2020,-87,-21,-46,-65,-51,22
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,19/04/2020,-88,-31,-36,-66,-47,19
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,20/04/2020,-83,-22,6,-65,-65,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,21/04/2020,-83,-17,10,-63,-65,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,22/04/2020,-83,-18,0,-63,-65,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,23/04/2020,-82,-15,1,-64,-65,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,24/04/2020,-83,-15,-8,-64,-65,31
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,25/04/2020,-85,-16,-19,-58,-48,19
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,26/04/2020,-87,-28,-43,-67,-45,18
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,27/04/2020,-81,-19,13,-63,-64,27
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,28/04/2020,-81,-16,9,-62,-64,24
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,29/04/2020,-83,-20,-28,-67,-65,29
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,30/04/2020,-73,-15,-27,-67,-65,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,01/05/2020,-74,-16,-22,-66,-64,31
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,02/05/2020,-77,-15,-14,-56,-45,19
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,03/05/2020,-77,-21,-11,-59,-41,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,04/05/2020,-74,-25,40,-69,-83,32
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,05/05/2020,-68,-11,18,-60,-62,26
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,06/05/2020,-69,-12,21,-59,-62,27
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,07/05/2020,-70,-14,6,-63,-62,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,08/05/2020,-70,-11,21,-61,-61,29
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,09/05/2020,-74,-9,22,-52,-42,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,10/05/2020,-77,-24,-40,-68,-39,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,11/05/2020,-67,-14,22,-61,-61,25
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,12/05/2020,-66,-11,29,-59,-60,25
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,13/05/2020,-68,-13,-8,-58,-60,26
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,14/05/2020,-68,-10,-53,-55,-60,25
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,15/05/2020,-70,-12,-63,-59,-60,28
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,16/05/2020,-74,-11,-64,-49,-40,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,17/05/2020,-75,-17,-69,-54,-34,16
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,18/05/2020,-60,-12,-54,-51,-56,23
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,19/05/2020,-59,-6,-36,-43,-55,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,20/05/2020,-59,-4,-17,-43,-55,22
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,21/05/2020,-60,-6,-40,-50,-55,24
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,22/05/2020,-64,-8,-60,-56,-54,27
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,23/05/2020,-66,-5,-61,-47,-34,16
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,24/05/2020,-66,-10,-31,-36,-26,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,25/05/2020,-55,-7,-28,-45,-54,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,26/05/2020,-55,-3,-15,-41,-52,20
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,27/05/2020,-57,-2,-14,-40,-52,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,28/05/2020,-56,3,-12,-41,-52,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,29/05/2020,-58,3,-24,-42,-52,22
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,30/05/2020,-63,4,-24,-30,-24,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,31/05/2020,-64,-2,-22,-32,-18,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,01/06/2020,-58,-6,30,-44,-78,25
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,02/06/2020,-52,5,0,-36,-51,18
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,03/06/2020,-56,-3,-41,-45,-51,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,04/06/2020,-56,-2,-45,-47,-50,22
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,05/06/2020,-56,-5,-41,-53,-49,23
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,06/06/2020,-60,-5,-56,-51,-25,15
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,07/06/2020,-60,-10,-30,-44,-17,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,08/06/2020,-40,-3,8,-40,-48,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,09/06/2020,-43,-2,-14,-44,-48,18
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,10/06/2020,-47,-5,-29,-46,-49,19
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,11/06/2020,-48,-3,-24,-50,-49,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,12/06/2020,-50,-1,-24,-48,-48,21
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,13/06/2020,-51,3,-6,-33,-18,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,14/06/2020,-52,-5,5,-32,-13,8
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,15/06/2020,-37,-1,48,-35,-46,16
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,16/06/2020,-38,2,23,-36,-46,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,17/06/2020,-41,1,-1,-37,-47,18
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,18/06/2020,-41,-1,-9,-44,-47,19
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,19/06/2020,-43,2,-11,-43,-46,18
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,20/06/2020,-46,8,-6,-29,-17,9
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,21/06/2020,-48,-1,1,-30,-8,8
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,22/06/2020,-38,-5,-7,-44,-48,18
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,23/06/2020,-37,0,2,-41,-47,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,24/06/2020,-38,0,43,-34,-46,16
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,25/06/2020,-38,4,54,-33,-46,16
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,26/06/2020,-42,3,4,-39,-45,17
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,27/06/2020,-47,3,-29,-34,-18,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,28/06/2020,-48,-7,-30,-39,-12,9
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,29/06/2020,-26,-1,3,-38,-44,14
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,30/06/2020,-24,0,46,-36,-43,14
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,01/07/2020,-28,-2,9,-38,-44,15
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,02/07/2020,-26,1,45,-34,-44,14
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,03/07/2020,-32,1,-1,-39,-44,15
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,04/07/2020,-35,2,13,-24,-11,5
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,05/07/2020,-36,-7,6,-29,-8,5
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,06/07/2020,-20,1,61,-34,-44,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,07/07/2020,-23,1,3,-39,-44,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,08/07/2020,-27,-3,0,-38,-43,14
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,09/07/2020,-24,2,42,-33,-42,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,10/07/2020,-28,2,50,-31,-42,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,11/07/2020,-33,5,65,-13,-8,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,12/07/2020,-32,-2,44,-19,-4,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,13/07/2020,-19,2,56,-33,-43,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,14/07/2020,-22,0,31,-36,-43,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,15/07/2020,-20,1,72,-35,-42,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,16/07/2020,-21,1,80,-36,-42,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,17/07/2020,-26,1,37,-38,-41,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,18/07/2020,-29,4,63,-22,-7,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,19/07/2020,-28,0,95,-18,-1,1
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,20/07/2020,-15,3,115,-33,-44,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,21/07/2020,-16,2,130,-31,-43,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,22/07/2020,-20,-1,60,-36,-42,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,23/07/2020,-20,1,57,-37,-42,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,24/07/2020,-26,-1,31,-38,-41,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,25/07/2020,-28,1,36,-24,-7,4
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,26/07/2020,-26,-5,50,-23,-1,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,27/07/2020,-13,1,75,-37,-46,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,28/07/2020,-13,2,108,-32,-43,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,29/07/2020,-16,0,49,-37,-45,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,30/07/2020,-15,2,74,-36,-44,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,31/07/2020,-21,0,67,-35,-44,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,01/08/2020,-27,0,64,-21,-9,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,02/08/2020,-21,-5,85,-19,-1,1
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,03/08/2020,-11,-7,193,-39,-74,15
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,04/08/2020,-10,5,89,-34,-46,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,05/08/2020,-15,-1,78,-36,-45,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,06/08/2020,-14,0,98,-34,-45,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,07/08/2020,-21,-2,88,-35,-43,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,08/08/2020,-31,0,113,-18,-6,1
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,09/08/2020,-29,-5,92,-22,-1,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,10/08/2020,-15,-2,94,-39,-46,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,11/08/2020,-15,-1,141,-33,-44,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,12/08/2020,-17,-1,140,-34,-44,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,13/08/2020,-17,-1,89,-39,-44,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,14/08/2020,-22,-1,83,-38,-42,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,15/08/2020,-28,0,81,-23,-6,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,16/08/2020,-27,-8,41,-31,-2,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,17/08/2020,-16,-5,35,-44,-45,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,18/08/2020,-13,-1,112,-36,-42,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,19/08/2020,-22,-5,26,-44,-43,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,20/08/2020,-22,-6,25,-46,-44,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,21/08/2020,-23,-3,45,-41,-41,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,22/08/2020,-27,-2,30,-31,-5,4
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,23/08/2020,-25,-7,50,-29,1,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,24/08/2020,-12,-2,82,-40,-43,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,25/08/2020,-20,-6,11,-46,-43,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,26/08/2020,-13,2,87,-35,-41,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,27/08/2020,-17,-1,17,-42,-41,13
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,28/08/2020,-20,0,30,-40,-39,11
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,29/08/2020,-23,1,54,-25,-3,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,30/08/2020,-21,-2,72,-24,1,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,31/08/2020,-9,3,71,-36,-41,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,01/09/2020,-12,4,67,-34,-40,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,02/09/2020,-21,-3,22,-40,-40,12
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,03/09/2020,-18,0,44,-38,-39,10
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,04/09/2020,-21,-1,35,-37,-37,9
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,05/09/2020,-24,-1,41,-27,-5,3
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,06/09/2020,-22,-3,53,-27,-1,2
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,07/09/2020,-15,0,37,-39,-40,9
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,08/09/2020,-18,-1,61,-36,-39,9
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,09/09/2020,-19,-2,61,-36,-37,9
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,10/09/2020,-20,-1,39,-38,-37,8
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,11/09/2020,-21,0,26,-37,-36,7
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,12/09/2020,-23,0,52,-25,-5,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,13/09/2020,-23,-2,80,-23,-2,0
IE,Ireland,,,,,,ChIJ-ydAXOS6WUgRCPTbzjQSfM8,14/09/2020,-17,-1,70,-36,-34,7
