country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,11/07/2020,-42,-5,30,-33,-12,4
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,12/07/2020,-41,-13,15,-36,-7,3
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,13/07/2020,-32,-9,22,-49,-54,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,14/07/2020,-34,-9,-3,-51,-53,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,15/07/2020,-31,-7,42,-48,-52,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,16/07/2020,-32,-7,53,-49,-52,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,17/07/2020,-35,-7,18,-49,-51,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,18/07/2020,-39,-7,34,-36,-10,4
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,19/07/2020,-38,-13,41,-36,-4,2
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,20/07/2020,-30,-9,61,-48,-53,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,21/07/2020,-30,-7,84,-47,-53,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,22/07/2020,-33,-10,30,-49,-52,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,23/07/2020,-33,-9,12,-50,-52,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,24/07/2020,-36,-10,9,-49,-50,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,25/07/2020,-39,-10,7,-38,-11,4
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,26/07/2020,-37,-16,8,-39,-4,3
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,27/07/2020,-30,-12,27,-50,-54,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,28/07/2020,-28,-8,55,-48,-52,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,29/07/2020,-29,-9,25,-48,-53,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,30/07/2020,-29,-8,28,-49,-53,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,31/07/2020,-33,-11,31,-47,-52,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,01/08/2020,-40,-16,14,-38,-12,3
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,02/08/2020,-38,-23,10,-40,-5,2
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,03/08/2020,-29,-24,77,-55,-78,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,04/08/2020,-27,-7,59,-47,-54,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,05/08/2020,-31,-13,27,-49,-54,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,06/08/2020,-30,-11,43,-48,-53,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,07/08/2020,-34,-12,40,-48,-51,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,08/08/2020,-41,-12,63,-34,-9,1
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,09/08/2020,-40,-19,14,-40,-4,2
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,10/08/2020,-32,-17,5,-53,-55,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,11/08/2020,-29,-12,54,-49,-53,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,12/08/2020,-31,-12,65,-48,-53,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,13/08/2020,-30,-11,44,-51,-52,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,14/08/2020,-33,-11,37,-50,-51,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,15/08/2020,-38,-11,48,-37,-9,2
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,16/08/2020,-39,-20,-16,-45,-6,4
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,17/08/2020,-32,-18,-23,-55,-55,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,18/08/2020,-29,-11,38,-50,-52,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,19/08/2020,-36,-18,-23,-55,-53,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,20/08/2020,-31,-13,-3,-55,-53,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,21/08/2020,-33,-11,19,-51,-51,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,22/08/2020,-36,-12,0,-41,-9,5
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,23/08/2020,-34,-16,12,-41,-4,4
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,24/08/2020,-27,-13,39,-51,-53,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,25/08/2020,-32,-15,-24,-55,-53,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,26/08/2020,-24,-5,62,-47,-51,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,27/08/2020,-28,-10,-18,-52,-52,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,28/08/2020,-31,-8,-8,-50,-50,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,29/08/2020,-32,-8,21,-37,-8,4
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,30/08/2020,-29,-10,34,-36,-4,3
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,31/08/2020,-21,-5,47,-47,-52,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,01/09/2020,-22,-1,58,-45,-51,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,02/09/2020,-30,-9,17,-49,-51,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,03/09/2020,-27,-6,27,-48,-50,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,04/09/2020,-30,-7,13,-47,-48,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,05/09/2020,-33,-10,18,-39,-11,5
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,06/09/2020,-31,-10,28,-38,-7,4
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,07/09/2020,-27,-9,14,-49,-52,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,08/09/2020,-27,-5,57,-46,-51,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,09/09/2020,-28,-7,40,-48,-49,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,10/09/2020,-29,-8,19,-49,-49,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,11/09/2020,-31,-7,9,-47,-47,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,12/09/2020,-32,-7,38,-37,-10,4
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,13/09/2020,-31,-8,69,-34,-6,2
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,14/09/2020,-27,-8,58,-47,-46,13
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,15/09/2020,-26,-4,93,-44,-45,13
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,16/09/2020,-29,-8,54,-47,-46,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,17/09/2020,-29,-8,47,-48,-46,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,18/09/2020,-30,-8,25,-47,-44,13
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,19/09/2020,-47,-7,14,-48,-17,9
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,20/09/2020,-46,-10,23,-47,-15,8
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,21/09/2020,-36,-8,70,-49,-49,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,22/09/2020,-39,-6,36,-52,-48,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,23/09/2020,-39,-5,33,-53,-47,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,24/09/2020,-42,-8,-18,-56,-48,19
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,25/09/2020,-40,-1,12,-52,-46,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,26/09/2020,-40,1,49,-43,-16,8
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,27/09/2020,-41,-6,47,-44,-14,8
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,28/09/2020,-36,-8,19,-52,-48,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,29/09/2020,-35,-1,57,-50,-46,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,30/09/2020,-42,-7,-16,-55,-47,19
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,01/10/2020,-38,-2,10,-54,-45,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,02/10/2020,-40,2,27,-50,-43,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,03/10/2020,-43,1,10,-46,-17,9
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,04/10/2020,-56,-18,-62,-60,-23,13
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,05/10/2020,-34,-4,6,-52,-46,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,06/10/2020,-37,0,17,-52,-45,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,07/10/2020,-40,-4,10,-54,-45,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,08/10/2020,-40,-2,11,-55,-45,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,09/10/2020,-41,1,9,-53,-43,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,10/10/2020,-41,3,37,-47,-16,9
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,11/10/2020,-43,-5,40,-49,-16,9
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,12/10/2020,-38,-7,12,-54,-46,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,13/10/2020,-38,-3,18,-54,-45,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,14/10/2020,-40,-3,22,-54,-45,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,15/10/2020,-40,-2,0,-55,-44,19
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,16/10/2020,-39,2,14,-54,-43,19
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,17/10/2020,-41,2,24,-49,-17,11
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,18/10/2020,-40,-3,44,-48,-17,10
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,19/10/2020,-32,-6,-21,-55,-46,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,20/10/2020,-25,5,3,-51,-44,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,21/10/2020,-23,5,19,-49,-43,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,22/10/2020,-57,-5,7,-62,-50,23
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,23/10/2020,-56,0,18,-61,-50,24
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,24/10/2020,-63,-5,3,-67,-34,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,25/10/2020,-58,-6,47,-63,-30,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,26/10/2020,-54,-16,75,-74,-83,31
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,27/10/2020,-52,-4,27,-64,-59,23
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,28/10/2020,-54,-7,13,-65,-58,25
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,29/10/2020,-56,-8,-18,-67,-59,26
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,30/10/2020,-53,0,32,-62,-57,25
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,31/10/2020,-61,-1,-1,-63,-29,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,01/11/2020,-65,-20,-28,-69,-32,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,02/11/2020,-55,-14,-19,-62,-50,21
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,03/11/2020,-51,-2,18,-60,-49,20
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,04/11/2020,-53,-5,10,-61,-49,22
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,05/11/2020,-54,-5,-10,-63,-49,23
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,06/11/2020,-52,1,23,-60,-46,22
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,07/11/2020,-56,-1,29,-62,-27,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,08/11/2020,-57,-8,24,-63,-27,13
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,09/11/2020,-51,-10,-7,-62,-49,21
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,10/11/2020,-49,-2,21,-60,-48,20
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,11/11/2020,-56,-11,-39,-65,-49,23
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,12/11/2020,-51,-2,2,-62,-47,22
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,13/11/2020,-51,2,9,-61,-46,22
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,14/11/2020,-57,-3,-6,-64,-28,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,15/11/2020,-58,-12,-27,-67,-28,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,16/11/2020,-51,-11,-17,-62,-48,21
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,17/11/2020,-48,-2,30,-60,-47,20
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,18/11/2020,-52,-5,-11,-62,-47,22
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,19/11/2020,-50,-4,1,-62,-47,22
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,20/11/2020,-51,1,-10,-61,-46,22
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,21/11/2020,-54,0,20,-61,-25,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,22/11/2020,-53,-6,24,-62,-25,12
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,23/11/2020,-47,-8,-3,-62,-47,20
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,24/11/2020,-49,-5,-6,-61,-46,20
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,25/11/2020,-47,-2,10,-60,-46,20
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,26/11/2020,-47,-3,-7,-61,-46,21
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,27/11/2020,-46,3,8,-59,-45,21
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,28/11/2020,-52,-2,14,-59,-23,13
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,29/11/2020,-53,-7,8,-61,-24,12
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,30/11/2020,-45,-7,-17,-60,-46,19
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,01/12/2020,-24,8,10,-50,-42,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,02/12/2020,-27,7,1,-51,-42,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,03/12/2020,-29,5,-18,-52,-42,18
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,04/12/2020,-28,2,-25,-50,-41,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,05/12/2020,-29,3,-8,-40,-9,8
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,06/12/2020,-28,-3,-10,-42,-10,8
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,07/12/2020,-18,3,-13,-49,-45,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,08/12/2020,-20,7,-1,-49,-41,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,09/12/2020,-24,1,-20,-50,-42,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,10/12/2020,-22,4,-11,-49,-41,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,11/12/2020,-23,7,0,-45,-40,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,12/12/2020,-25,6,21,-33,-8,6
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,13/12/2020,-28,-4,-20,-39,-10,8
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,14/12/2020,-15,5,5,-47,-43,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,15/12/2020,-15,12,18,-45,-41,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,16/12/2020,-18,8,-12,-47,-41,16
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,17/12/2020,-17,10,-1,-43,-41,15
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,18/12/2020,-21,8,-3,-39,-40,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,19/12/2020,-27,6,1,-30,-7,5
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,20/12/2020,-20,4,5,-28,0,5
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,21/12/2020,0,18,-10,-42,-46,13
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,22/12/2020,7,34,21,-39,-47,13
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,23/12/2020,-2,37,-24,-47,-57,17
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,24/12/2020,-31,19,2,-61,-72,23
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,25/12/2020,-95,-91,-40,-92,-87,31
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,26/12/2020,-82,-63,-44,-75,-52,14
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,27/12/2020,-60,-27,-26,-61,-22,11
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,28/12/2020,-47,-23,-22,-70,-80,28
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,29/12/2020,-39,-6,48,-65,-74,25
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,30/12/2020,-37,1,16,-64,-72,27
IE,Ireland,Dublin,,,IE-D,,ChIJv2RI7foRZ0gRwAKA8azHABg,31/12/2020,-48,1,-25,-72,-75,30
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,15/02/2020,-10,-3,-25,-20,-3,4
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,16/02/2020,-11,-7,-24,-28,-2,3
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,17/02/2020,7,2,23,-10,-8,1
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,18/02/2020,4,-1,16,-9,-8,1
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,19/02/2020,-4,-6,-13,-17,-11,3
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,20/02/2020,12,3,33,-3,-14,1
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,21/02/2020,-5,-7,-8,-14,-15,4
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,22/02/2020,-1,0,-6,-6,1,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,23/02/2020,-1,-2,10,-11,2,-1
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,24/02/2020,2,6,17,-3,0,-1
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,25/02/2020,-3,4,2,-7,2,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,26/02/2020,-1,1,4,-6,0,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,27/02/2020,4,4,23,0,-1,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,28/02/2020,2,10,7,3,-1,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,29/02/2020,-44,-18,-51,-37,-17,11
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,01/03/2020,8,8,3,-13,4,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,02/03/2020,1,5,11,0,0,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,03/03/2020,9,6,26,1,2,-1
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,04/03/2020,9,6,35,4,1,-1
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,05/03/2020,4,5,13,1,0,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,06/03/2020,3,10,13,1,0,0
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,07/03/2020,1,5,-11,-9,3,2
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,08/03/2020,5,3,7,-12,4,1
IE,Ireland,Galway,,,IE-G,,ChIJrx2gLKaVW0gR0AKA8azHABg,09/03/2020,-8,6,-11,-11,-1,2
